City name,Airport Code,Airport Name,Country name
Singaua,SGB,Singaua International Airport,Papua New Guinea
Singkep,SIQ,Dabo International Airport,Indonesia
Singleton,SIX,Singleton International Airport,Australia
Sinoe,XSA,AFC International Airport,Liberia
Sinoe,SNI,R.E. Murray International Airport,Liberia
Sinop,OPS,Sinop International Airport,Brazil
Sinop,SQD,Sinop International Airport,Turkey
Sinop,SIC,Sinop Airport,Turkey
Sintang,SQG,Sintang International Airport,Indonesia
Siocon,XSO,Siocon International Airport,Philippines
Sion,SIR,Sion International Airport,Switzerland
Sioux City,SUX,Sioux Gateway International Airport,United States
Sioux Falls,FSD,Regional(Jo Foss Fld) International Airport,United States
Sioux Lookout,YXL,Sioux Lookout International Airport,Canada
Sipitang,SPT,Sipitang International Airport,Malaysia
Sipora,RKO,Sipora International Airport,Indonesia
Sirajganj,SAJ,Sirajganj International Airport,Bangladesh
Sirjan,SYJ,Sirjan International Airport,Iran
Sirri Island,SXI,Sirri Island International Airport,Iran
Sishen,SIS,Sishen International Airport,South Africa
Sisimiut,JHS,Sisimiut International Airport,Greenland
Sissano,SIZ,Sissano International Airport,Papua New Guinea
Sitia,JSH,Sitia International Airport,Greece
Sitiawan,SWY,Sitiawan International Airport,Malaysia
Sitka,SIT,Sitka International Airport,United States
Sitkinak Island,SKJ,Sitkinak Cgs International Airport,United States
Sittwe,AKY,Civil International Airport,Myanmar
Siuna,SIU,Siuna International Airport,Nicaragua
Sivas,VAS,Sivas International Airport,Turkey
Siwa,SEW,Siwa International Airport,Egypt
Siwea,SWE,Siwea International Airport,Papua New Guinea
Skagen Z7,QJV,Limousine Service International Airport,Denmark
Skagway,SGY,Municipal International Airport,United States
Skardu,KDU,Skardu International Airport,Pakistan
Skeldon,SKM,Skeldon International Airport,Guyana
Skelleftea,SFT,Skelleftea International Airport,Sweden
Ski,YVS,Railway International Airport,Norway
Skiathos,JSI,Skiathos International Airport,Greece
Skien,SKE,Skien International Airport,Norway
Skikda,SKI,Skikda International Airport,Algeria
Skiros,SKU,Skiros International Airport,Greece
Skive,SQW,Skive Airport,Denmark
Skopje,SKP,Petrovec International Airport,Macedonia
Skoppum,XUR,Skoppum Railway International Airport,Norway
Skovde,KVB,Skovde International Airport,Sweden
Skukuza,SZK,Skukuza International Airport,South Africa
Skwentna,SKW,Intermediate International Airport,United States
Slate Island,YSS,Slate Island International Airport,Canada
Slave Lake,YZH,Slave Lake International Airport,Canada
Sleetmute,SLQ,Sleetmute International Airport,United States
Sliac,SLD,Sliac International Airport,Slovak Republic
Sligo,ZSL,Bus Station International Airport,Ireland
Sligo,SXL,Collooney International Airport,Ireland
Slupsk,OSP,Redzikowo International Airport,Poland
Smara,SMW,Smara International Airport,Morocco
Smith Cove,SCJ,Smith Cove International Airport,United States
Smith Falls,YSH,Smith Falls International Airport,Canada
Smith Point,SHU,Smith Point International Airport,Australia
Smithers,YYD,Smithers International Airport,Canada
Smithfield,SFZ,North Central International Airport,United States
Smithton,SIO,Smithton International Airport,Australia
Smolensk,LNX,Smolensk International Airport,Russian Federation
Smyrna,MQY,Smyrna International Airport,United States
Snake Bay,SNB,Snake Bay International Airport,Australia
Snake River,YXF,Snake River International Airport,Canada
Snare Lake,YFJ,Snare Lake International Airport,Canada
Snartemo,XUS,Snartemo Railway International Airport,Norway
SNCB Rail Network,ZYB,SNCB Rail Network International Airport,Belgium
Snyder,SNK,Winston Field International Airport,United States
Soalala,DWB,Soalala International Airport,Madagascar
Soc Trang,SOA,Soc Trang International Airport,Viet Nam
Socorro,ONM,Socorro International Airport,United States
Socotra,SCT,Socotra International Airport,Yemen
Sodankyla,SOT,Sodankyla International Airport,Finland
Soddu,SXU,Soddu International Airport,Ethiopia
Soderhamn,SOO,Soderhamn International Airport,Sweden
Sodertalje,XEZ,Sodertalje S Railway International Airport,Sweden
Sofia,SOF,Sofia International Airport,Bulgaria
Sogamoso,SOX,Alberto Lleras Camargo International Airport,Colombia
Sogndal,SOG,Haukasen International Airport,Norway
Sokcho,SHO,Seolak International Airport,Korea (South)
Sokoto,SKO,Sokoto International Airport,Nigeria
Sola,SLH,Sola International Airport,Vanuatu
Solano,SQF,Solano International Airport,Colombia
Soldotna,SXQ,Soldotna International Airport,United States
Solenzara,SOZ,Solenzara International Airport,France
Solita,SOH,Solita International Airport,Colombia
Solo City,SOC,Adi Sumarmo International Airport,Indonesia
Solomon,SOL,Solomon International Airport,United States
Solovetsky,CSH,Solovky International Airport,Russia
Solvesborg,XYU,Solvesborg International Airport,Sweden
Solwezi,SLI,Solwezi International Airport,Zambia
Somerset,SME,Pulaski County International Airport,United States
Sonderborg,SGD,Sonderborg International Airport,Denmark
Sonderborg,QSG,Sonderborg International Airport,Denmark
Song Pan,JZH,Jiu Zhai Huang Long International Airport,China
Songea,SGX,Songea International Airport,Tanzania
Songkhla,SGZ,Songkhla International Airport,Thailand
Son-La,SQH,Na-San International Airport,Viet Nam
Sophia Antipolis,SXD,Sophia Antipolis International Airport,France
Sopu,SPH,Sopu International Airport,Papua New Guinea
Sorkjosen,SOJ,Sorkjosen International Airport,Norway
Soroako,SQR,Soroako International Airport,Indonesia
Sorocaba,SOD,Sorocaba International Airport,Brazil
Sorong,SOQ,Jefman International Airport,Indonesia
Soroti,SRT,Soroti International Airport,Uganda
Naples,RRO,Sorrento International Airport,Italy
Souanke,SOE,Souanke International Airport,Congo
Soure,SFK,Soure International Airport,Brazil
South Andros,TZN,South Andros International Airport,Bahamas
South Bend,SBN,South Bend Regional International Airport,United States
South Galway,ZGL,South Galway International Airport,Australia
South Indian Lake,XSI,South Indian Lake International Airport,Canada
South Lake Tahoe,TVL,South Lake Tahoe International Airport,United States
South Molle Island,SOI,South Molle Island International Airport,Australia
South Naknek,WSN,South Naknek International Airport,United States
South Trout Lake,ZFL,South Trout Lake International Airport,Canada
South West Bay,SWJ,South West Bay International Airport,Vanuatu
South Weymouth,NZW,South Weymouth International Airport,United States
Southampton,SOU,Eastleigh International Airport,United Kingdom
Southend,SEN,London Southend International Airport,United Kingdom
Southern Cross,SQC,Southern Cross International Airport,Australia
Southern Pines,SOP,Pinehurst-S. Pines International Airport,United States
Southport,SHQ,Southport International Airport,Australia
Soyo,SZA,Soyo International Airport,Angola
Spangdahlem,SPM,Spangdahlem International Airport,Germany
Spanish Wells,SWL,Spanish Wells International Airport,Bahamas
Sparrevohn,SVW,Sparrevohn AFS International Airport,United States
Athens,SPJ,Eleftherios Venizelos International Airport,Greece
Sparta,SAR,Sparta Community International Airport,United States
Sparta,CMY,Camp Mccoy AAF International Airport,United States
Spartanburg,SPA,Downtown Memorial International Airport,United States
Spearfish,SPF,Black Hills International Airport,United States
Spencer,SPW,Municipal International Airport,United States
Spetsai Island,JSS,Spetsai Island International Airport,Greece
Spiddal,NNR,Connemara International Airport,Ireland
Spirit Lake,RTL,Spirit Lake International Airport,United States
Split,SPU,Split International Airport,Croatia (Hrvatska)
Spokane,SKA,Fairchild AFB International Airport,United States
Spokane,SFF,Felts Field International Airport,United States
Spring Creek,SCG,Spring Creek International Airport,Australia
Spring Island,YSQ,Spring Island International Airport,Canada
Spring Point,AXP,Springpoint Arpt,Bahamas
Springbok,SBU,Springbok International Airport,South Africa
Springdale,SPZ,Springdale Muni International Airport,United States
Springfield,SPI,Capital International Airport,United States
Springfield,ZSF,Springfield MA RR International Airport,United States
Springfield,CEF,Westover Metro Arpt,United States
Springfield,SGF,Springfield-Branson Rg International Airport,United States
Springfield,SGH,Springfield International Airport,United States
Springfield,VSF,State International Airport,United States
Springvale,KSV,Springvale International Airport,Australia
Springvale,ZVG,Springvale International Airport,Australia
Squamish,YSE,Squamish International Airport,Canada
Squirrel Cove,YSZ,Squirrel Cove International Airport,Canada
Srinagar,SXR,Srinagar International Airport,India
St Andrews,ADX,Leuchars International Airport,United Kingdom
St Anthony,YAY,St Anthony International Airport,Canada
St Anton,ANT,St Anton International Airport,Austria
St Augustine,UST,St Augustine International Airport,United States
St Barthelemy,SBH,St Barthelemy International Airport,Guadeloupe
St Brieuc,SBK,Tremuson International Airport,France
St Catharines,YCM,St Catharines International Airport,Canada
St Crepin,SCP,St Crepin International Airport,France
St Croix Island,STX,Alex Hamilton International Airport,Virgin Islands(U.S.)
St Croix Island,SSB,SPB International Airport,Virgin Islands(U.S.)
St Denis de la Reunion,RUN,Gillot International Airport,Reunion
St Etienne,EBU,Boutheon International Airport,France
St Eustatius,EUX,F D Roosevelt International Airport,Netherlands Antilles
St Francois,SFC,St Francois International Airport,Guadeloupe
St George,SGO,St George International Airport,Australia
St George Island,STG,St George Island International Airport,United States
St Georges de lOyapock,OYP,St-Georges de lOyapock International Airport,French Guiana
St Helens,HLS,St Helens International Airport,Australia
St Jean,YJN,St Jean International Airport,Canada
St John Island,SJF,St John Island International Airport,Virgin Islands(U.S.)
St Johns,SJN,Municipal International Airport,United States
St Joseph,STJ,Rosecrans Memorial International Airport,United States
St Kitts,SKB,Golden Rock International Airport,Saint Kitts and Nevis
St Laurent du Maroni,LDX,St-Laurent du Maroni International Airport,French Guiana
St Leonard,YSL,Edmunston International Airport,Canada
St Louis,CPS,Bi-State Parks International Airport,United States
St Louis,STL,Lambert-St Louis Intl,United States
St Louis,SUS,Spirit Of St Louis International Airport,United States
St Louis,XLS,St Louis International Airport,Senegal
St Lucia,UVF,Hewanorra International Airport,Saint Lucia
St Lucia,SLU,Vigie International Airport,Saint Lucia
St Maarten,SXM,Princess Juliana International Airport,Netherlands Antilles
St Martin,SFG,Esperance International Airport,Guadeloupe
St Martin,CCE,Grand Case International Airport,Guadeloupe
St Martin,MSB,Marigot SPB International Airport,Guadeloupe
St Marys,XSM,St Marys International Airport,United States
St Marys,STQ,St Marys International Airport,United States
St Michael,SMK,St Michael International Airport,United States
St Moritz,SMV,Samedan International Airport,Switzerland
St Nazaire,SNR,Montoir International Airport,France
St Paul,STP,Downtown International Airport,United States
St Paul,ZSP,St Paul International Airport,Canada
St Peter,PSH,St Peter International Airport,Germany
St Petersburg,SPG,Whitted International Airport,United States
St Petersburg,ZLK,Moscovskiy Railway Stn International Airport,Russian Federation
St Petersburg,LED,Pulkovo International Airport,Russian Federation
St Petersburg,RVH,Rzhevka International Airport,Russian Federation
St Pierre,FSP,Saint-Pierre Pointe-Blanche International Airport,St. Pierre And Miquelon
St Pierre dela Reunion,ZSE,St Pierre dela Reunion International Airport,Reunion
St Thomas,YQS,Pembroke Area Mncpl International Airport,Canada
St Thomas Island,STT,H.S.Truman International Airport,Virgin Islands(U.S.)
St Thomas Island,SPB,SPB International Airport,Virgin Islands(U.S.)
St Vincent,SVD,E.T. Joshua International Airport,Saint Vincent and the Grenadines
Staniel Cay,TYM,Staniel Cay International Airport,Bahamas
Stanthorpe,SNH,Stanthorpe International Airport,Australia
Stanton,SYN,Carleton International Airport,United States
Star Habour,NAZ,Nana International Airport,Solomon Islands
Stara Zagora,SZR,Stara Zagora International Airport,Bulgaria
Starcke,SQP,Starcke International Airport,Australia
State College,SCE,University Park International Airport,United States
Statesboro,TBR,Municipal International Airport,United States
Statesville,SVH,Municipal International Airport,United States
Skjern,STA,Stauning Vestjyllands Airport,Denmark
Staunton,SHD,Shenandoah Valley International Airport,United States
Stavanger,SVG,Sola International Airport,Norway
Stavropol,STW,Stavropol International Airport,Russian Federation
Stawell,SWC,Stawell International Airport,Australia
Ste Therese Point,YST,Ste Therese Point International Airport,Canada
Steamboat Bay,WSB,SPB International Airport,United States
Steamboat Springs,SBS,Steamboat Springs International Airport,United States
Stebbins,WBB,Stebbins International Airport,United States
Steenkool,ZKL,Steenkool International Airport,Indonesia
Stella Maris,SML,Estate Airstrip International Airport,Bahamas
Stephen Island,STF,Stephen Island International Airport,Australia
Stephenville,YJT,Stephenville International Airport,Canada
Stephenville,SEP,Clark Field International Airport,United States
Sterling,STK,Crosson Field International Airport,United States
Sterling Rockfalls,SQI,Whiteside County International Airport,United States
Stevens Point,STE,Stevens Point International Airport,United States
Stevens Village,SVS,Stevens Village International Airport,United States
Stewart,ZST,Stewart International Airport,Canada
Stewart Island,SZS,Stewart Island International Airport,New Zealand (Aotearoa)
Stillwater,SWO,Searcy Fld International Airport,United States
Stjordal,XUU,Stjordal Railway International Airport,Norway
Stockholm,SMP,Stockholm International Airport,Papua New Guinea
Stockholm,ARN,Arlanda International Airport,Sweden
Stockholm,BMA,Bromma International Airport,Sweden
Stockholm,NYO,Skavsta International Airport,Sweden
Stockholm,VST,Vasteras/Hasslo International Airport,Sweden
Stoelmans Eiland,SMZ,Stoelmans Eiland International Airport,Suriname
Stokmarknes,SKN,Skagen International Airport,Norway
Stony Rapids,YSF,Stony Rapids International Airport,Canada
Stony River,SRV,Stony River International Airport,United States
Stord,SRP,Stord Airport,Norway
Storekvina,XUV,Storekvina Railway International Airport,Norway
Storen,XUW,Storen Railway International Airport,Norway
